DRG Definition,Provider Id,Provider Name,Provider City,Provider State, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260047,CAPITAL REGION MEDICAL CENTER,JEFFERSON CITY,MO,15,"$13,701.46 ","$5,032.93 ","$3,982.80 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260057,CAMERON REGIONAL MEDICAL CENTER,CAMERON,MO,11,"$13,713.00 ","$4,919.45 ","$4,510.72 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260065,ST JOHN'S REGIONAL HEALTH CENTER,SPRINGFIELD,MO,74,"$15,568.87 ","$4,716.41 ","$3,449.81 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260068,BOONE HOSPITAL CENTER,COLUMBIA,MO,65,"$13,268.38 ","$4,338.21 ","$2,984.09 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260077,ST ANTHONY'S MEDICAL CENTER,SAINT LOUIS,MO,82,"$14,663.50 ","$4,251.73 ","$3,154.23 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260078,OZARKS MEDICAL CENTER,WEST PLAINS,MO,17,"$15,079.94 ","$5,072.76 ","$4,013.00 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260081,SSM ST CLARE HEALTH CENTER,FENTON,MO,24,"$24,482.29 ","$4,302.33 ","$3,461.33 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260085,ST JOSEPH MEDICAL CENTER,KANSAS CITY,MO,21,"$21,678.14 ","$4,390.85 ","$3,588.38 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260091,SSM ST MARYS HEALTH CENTER,RICHMOND HEIGHT,MO,22,"$23,217.22 ","$6,299.95 ","$4,946.45 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260094,SKAGGS REGIONAL MEDICAL CENTER,BRANSON,MO,17,"$14,072.76 ","$4,599.76 ","$3,173.76 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260095,"CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC",INDEPENDENCE,MO,42,"$39,912.21 ","$5,162.78 ","$3,209.47 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260096,NORTH KANSAS CITY HOSPITAL,NORTH KANSAS CI,MO,31,"$21,776.87 ","$4,371.35 ","$3,462.58 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260104,SSM DEPAUL HEALTH CENTER,BRIDGETON,MO,45,"$28,419.82 ","$5,063.53 ","$3,899.57 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260105,ST LOUIS UNIVERSITY HOSPITAL,SAINT LOUIS,MO,71,"$30,349.33 ","$7,738.90 ","$6,444.56 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260108,MISSOURI BAPTIST MEDICAL CENTER,TOWN AND COUNTR,MO,48,"$13,116.91 ","$4,750.37 ","$3,197.95 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260110,SOUTHEAST MISSOURI HOSPITAL,CAPE GIRARDEAU,MO,53,"$20,059.64 ","$4,583.07 ","$3,649.94 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,POPLAR BLUFF,MO,22,"$18,799.77 ","$5,164.77 ","$4,190.04 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,JOPLIN,MO,39,"$15,462.51 ","$4,972.15 ","$3,992.66 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260138,ST LUKES HOSPITAL OF KANSAS CITY,KANSAS CITY,MO,94,"$29,220.95 ","$5,830.51 ","$4,400.03 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260141,UNIVERSITY OF MISSOURI HEALTH CARE,COLUMBIA,MO,35,"$24,605.77 ","$7,344.22 ","$4,799.51 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260175,GOLDEN VALLEY MEMORIAL HOSPITAL,CLINTON,MO,16,"$12,609.25 ","$5,064.81 ","$4,432.06 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260176,DES PERES HOSPITAL,SAINT LOUIS,MO,14,"$32,789.14 ","$4,788.50 ","$3,664.28 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260177,LIBERTY HOSPITAL,LIBERTY,MO,36,"$15,125.16 ","$4,735.86 ","$3,229.55 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260179,ST LUKES HOSPITAL,CHESTERFIELD,MO,32,"$16,402.15 ","$6,675.37 ","$2,961.68 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260180,CHRISTIAN HOSPITAL NORTHEAST,SAINT LOUIS,MO,33,"$26,799.33 ","$4,945.78 ","$3,644.12 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260183,ST FRANCIS MEDICAL CENTER,CAPE GIRARDEAU,MO,59,"$22,295.93 ","$5,057.01 ","$3,773.71 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260186,LAKE REGIONAL HEALTH SYSTEM,OSAGE BEACH,MO,26,"$24,319.69 ","$5,734.73 ","$4,664.61 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260191,BARNES-JEWISH ST PETERS HOSPITAL,SAINT PETERS,MO,15,"$14,436.06 ","$5,048.93 ","$2,845.13 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260193,ST MARY'S MEDICAL CENTER,BLUE SPRINGS,MO,12,"$21,844.66 ","$4,791.16 ","$3,470.08 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260200,SSM ST JOSEPH HOSPITAL WEST,LAKE SAINT LOUI,MO,15,"$20,775.33 ","$4,451.80 ","$3,277.33 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,260216,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,LEES SUMMIT,MO,24,"$29,917.00 ","$4,317.87 ","$3,427.04 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,270003,ST PETER'S HOSPITAL,HELENA,MT,11,"$8,206.72 ","$4,903.63 ","$3,780.36 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,270004,BILLINGS CLINIC HOSPITAL,BILLINGS,MT,29,"$15,554.79 ","$5,581.31 ","$3,966.06 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,270012,BENEFIS HOSPITALS INC,GREAT FALLS,MT,26,"$10,988.03 ","$5,231.92 ","$4,276.53 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,270014,ST PATRICK HOSPITAL,MISSOULA,MT,25,"$14,930.00 ","$4,850.48 ","$3,412.12 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,270017,ST JAMES HEALTHCARE,BUTTE,MT,14,"$12,175.71 ","$6,467.00 ","$4,245.64 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,270049,ST VINCENT HEALTHCARE,BILLINGS,MT,26,"$11,289.50 ","$5,130.80 ","$4,267.42 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,270051,KALISPELL REGIONAL MEDICAL CENTER,KALISPELL,MT,19,"$11,537.84 ","$4,882.05 ","$3,875.94 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,270057,BOZEMAN DEACONESS HOSPITAL,BOZEMAN,MT,15,"$10,263.73 ","$4,578.00 ","$3,680.93 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,280003,BRYANLGH MEDICAL CENTER,LINCOLN,NE,55,"$18,869.94 ","$5,286.81 ","$3,701.23 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,280009,GOOD SAMARITAN HOSPITAL,KEARNEY,NE,35,"$16,809.54 ","$6,594.17 ","$4,793.65 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,280013,THE NEBRASKA MEDICAL CENTER,OMAHA,NE,35,"$23,467.77 ","$6,329.91 ","$5,160.34 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,280020,SAINT ELIZABETH REGIONAL MEDICAL CENTER,LINCOLN,NE,46,"$17,439.78 ","$5,028.60 ","$3,633.34 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,280023,ST FRANCIS MEDICAL CENTER,GRAND ISLAND,NE,21,"$13,683.28 ","$4,733.80 ","$3,588.09 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,280030,CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH,OMAHA,NE,14,"$29,432.64 ","$7,043.50 ","$5,994.64 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,280040,THE NEBRASKA METHODIST HOSPITAL,OMAHA,NE,25,"$16,107.56 ","$4,534.44 ","$3,587.40 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,OMAHA,NE,32,"$19,556.78 ","$5,278.78 ","$3,598.25 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,280061,REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,NE,20,"$19,162.90 ","$7,984.40 ","$4,025.30 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER,OMAHA,NE,14,"$19,581.00 ","$5,451.78 ","$4,650.07 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,280111,COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,NE,13,"$13,447.53 ","$6,688.69 ","$5,914.84 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,280130,ALEGENT HEALTH LAKESIDE HOSPITAL,OMAHA,NE,21,"$21,734.38 ","$4,437.00 ","$3,371.09 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,290001,RENOWN REGIONAL MEDICAL CENTER,RENO,NV,56,"$30,556.98 ","$5,442.35 ","$4,325.67 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,290003,SUNRISE HOSPITAL AND MEDICAL CENTER,LAS VEGAS,NV,46,"$46,041.86 ","$8,157.39 ","$4,739.76 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,290007,UMC OF SOUTHERN NEVADA,LAS VEGAS,NV,16,"$30,337.18 ","$7,183.06 ","$6,221.25 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,RENO,NV,19,"$24,402.57 ","$4,714.68 ","$3,708.57 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,CARSON CITY,NV,37,"$19,352.13 ","$6,369.24 ","$4,691.59 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,290021,VALLEY HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,41,"$37,232.51 ","$6,850.43 ","$5,486.70 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,290022,DESERT SPRINGS HOSPITAL,LAS VEGAS,NV,17,"$38,441.05 ","$5,229.52 ","$3,673.76 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,290039,MOUNTAINVIEW HOSPITAL,LAS VEGAS,NV,40,"$42,213.25 ","$5,440.02 ","$4,284.05 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,290041,SUMMERLIN HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,20,"$36,761.30 ","$5,443.70 ","$4,654.50 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,290045,SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS,HENDERSON,NV,34,"$32,689.11 ","$5,587.88 ","$3,626.73 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,23,"$38,071.52 ","$6,231.69 ","$4,189.56 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,300001,CONCORD HOSPITAL,CONCORD,NH,39,"$17,760.74 ","$5,476.87 ","$4,247.48 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,66,"$20,769.80 ","$7,546.09 ","$6,481.09 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,300005,LAKES REGION GENERAL HOSPITAL,LACONIA,NH,11,"$20,441.90 ","$5,195.63 ","$4,378.18 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,300011,ST JOSEPH HOSPITAL,NASHUA,NH,13,"$17,502.76 ","$5,580.30 ","$3,797.76 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,300012,ELLIOT HOSPITAL,MANCHESTER,NH,23,"$13,268.69 ","$5,038.73 ","$4,012.13 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,300017,PARKLAND MEDICAL CENTER,DERRY,NH,14,"$26,412.00 ","$4,893.00 ","$3,929.57 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,300018,WENTWORTH-DOUGLASS HOSPITAL,DOVER,NH,17,"$18,457.00 ","$4,888.88 ","$4,099.23 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,300019,CHESHIRE MEDICAL CENTER,KEENE,NH,12,"$15,601.16 ","$5,800.50 ","$4,673.83 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,300020,SOUTHERN NH MEDICAL CENTER,NASHUA,NH,16,"$19,459.75 ","$5,294.25 ","$3,741.68 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,300023,EXETER HOSPITAL INC,EXETER,NH,16,"$13,329.62 ","$5,195.12 ","$3,287.68 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,300029,PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,NH,16,"$30,355.62 ","$5,334.31 ","$3,677.93 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,300034,CATHOLIC MEDICAL CENTER,MANCHESTER,NH,13,"$17,174.76 ","$4,708.46 ","$3,670.92 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,HACKENSACK,NJ,65,"$49,445.72 ","$6,618.92 ","$5,496.90 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310002,NEWARK BETH ISRAEL MEDICAL CENTER,NEWARK,NJ,24,"$61,452.87 ","$9,410.41 ","$8,473.75 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310005,HUNTERDON MEDICAL CENTER,FLEMINGTON,NJ,19,"$21,318.68 ","$5,515.26 ","$4,628.31 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310006,"ST MARY'S HOSPITAL, PASSAIC",PASSAIC,NJ,11,"$40,431.72 ","$9,945.63 ","$5,129.00 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310008,HOLY NAME MEDICAL CENTER,TEANECK,NJ,39,"$29,357.71 ","$6,004.41 ","$4,551.46 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310009,CLARA MAASS MEDICAL CENTER,BELLEVILLE,NJ,25,"$43,855.20 ","$6,116.64 ","$5,085.44 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310010,UNIVERSITY MEDICAL CENTER AT PRINCETON,PRINCETON,NJ,39,"$36,227.66 ","$6,449.66 ","$4,448.35 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310011,CAPE REGIONAL MEDICAL CENTER INC,CAPE MAY COURT,NJ,36,"$21,117.33 ","$5,047.33 ","$3,898.91 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310012,VALLEY HOSPITAL,RIDGEWOOD,NJ,80,"$27,304.33 ","$5,581.07 ","$4,555.32 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310014,COOPER UNIVERSITY HOSPITAL,CAMDEN,NJ,45,"$34,902.82 ","$7,583.91 ","$6,410.88 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310015,MORRISTOWN MEMORIAL HOSPITAL,MORRISTOWN,NJ,52,"$27,474.21 ","$6,625.23 ","$5,228.84 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310016,CHRIST HOSPITAL,JERSEY CITY,NJ,20,"$49,653.90 ","$7,084.80 ","$5,965.60 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310017,CHILTON HOSPITAL,POMPTON PLAINS,NJ,42,"$37,855.47 ","$5,534.04 ","$4,431.23 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,PATERSON,NJ,78,"$45,663.57 ","$7,577.02 ","$6,559.55 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310021,ST FRANCIS MEDICAL CENTER,TRENTON,NJ,13,"$52,812.00 ","$6,584.07 ","$5,715.76 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,BERLIN,NJ,66,"$42,221.57 ","$5,337.65 ","$4,220.86 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,RAHWAY,NJ,23,"$80,837.65 ","$4,986.00 ","$3,861.04 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310025,BAYONNE HOSPITAL CENTER,BAYONNE,NJ,20,"$101,393.90 ","$5,667.00 ","$4,717.60 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310027,TRINITAS REGIONAL MEDICAL CENTER,ELIZABETH,NJ,29,"$39,461.13 ","$6,731.58 ","$5,573.79 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310028,NEWTON MEMORIAL HOSPITAL,NEWTON,NJ,23,"$52,301.43 ","$5,424.17 ","$4,353.91 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310029,OUR LADY OF LOURDES MEDICAL CENTER,CAMDEN,NJ,24,"$42,757.87 ","$6,282.20 ","$5,122.12 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310032,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,VINELAND,NJ,30,"$48,689.86 ","$5,740.76 ","$4,990.36 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310034,RIVERVIEW MEDICAL CENTER,RED BANK,NJ,27,"$48,324.51 ","$5,148.66 ","$3,875.33 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NEW BRUNSWICK,NJ,44,"$40,960.63 ","$6,967.02 ","$5,948.11 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310039,RARITAN BAY MEDICAL CENTER,PERTH AMBOY,NJ,23,"$51,190.26 ","$6,846.17 ","$5,260.65 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310041,COMMUNITY MEDICAL CENTER,TOMS RIVER,NJ,76,"$41,145.78 ","$5,068.47 ","$3,923.77 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,PENNINGTON,NJ,14,"$61,486.71 ","$6,013.28 ","$5,204.71 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,ENGLEWOOD,NJ,43,"$37,100.81 ","$6,389.00 ","$5,425.34 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310047,SHORE MEDICAL CENTER,SOMERS POINT,NJ,24,"$46,368.16 ","$5,693.08 ","$3,537.66 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310048,SOMERSET MEDICAL CENTER,SOMERVILLE,NJ,47,"$73,589.55 ","$5,375.51 ","$4,467.78 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310050,SAINT CLARE'S HOSPITAL,DENVILLE,NJ,37,"$41,469.45 ","$5,424.97 ","$4,340.24 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310051,OVERLOOK HOSPITAL,SUMMIT,NJ,62,"$28,717.59 ","$6,481.82 ","$5,043.40 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310052,OCEAN MEDICAL CENTER,BRICK,NJ,27,"$45,873.33 ","$5,207.25 ","$3,879.33 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310054,MOUNTAINSIDE HOSPITAL,MONTCLAIR,NJ,27,"$35,084.00 ","$6,857.48 ","$5,987.70 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,MOUNT HOLLY,NJ,43,"$44,748.32 ","$5,118.53 ","$4,174.53 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310060,ST LUKE'S WARREN HOSPITAL,PHILLIPSBURG,NJ,23,"$49,435.04 ","$5,876.13 ","$4,875.86 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,WILLINGBORO,NJ,19,"$47,564.47 ","$5,256.42 ","$3,850.94 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,ATLANTIC CITY,NJ,62,"$66,143.19 ","$5,979.85 ","$4,729.66 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310069,SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL,ELMER,NJ,11,"$48,959.36 ","$7,103.72 ","$3,806.54 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310070,SAINT PETER'S UNIVERSITY HOSPITAL,NEW BRUNSWICK,NJ,16,"$51,337.25 ","$6,810.12 ","$5,690.12 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,NEPTUNE,NJ,47,"$54,327.10 ","$5,947.59 ","$4,780.93 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310074,LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS,JERSEY CITY,NJ,29,"$51,696.03 ","$8,105.13 ","$7,289.82 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310075,MONMOUTH MEDICAL CENTER,LONG BRANCH,NJ,15,"$49,969.66 ","$6,721.80 ","$5,826.86 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310076,SAINT BARNABAS MEDICAL CENTER,LIVINGSTON,NJ,41,"$47,871.07 ","$7,462.78 ","$5,812.95 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310081,UNDERWOOD - MEMORIAL HOSPITAL,WOODBURY,NJ,22,"$58,664.54 ","$5,301.77 ","$4,381.40 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310083,EAST ORANGE GENERAL HOSPITAL,EAST ORANGE,NJ,17,"$39,599.76 ","$6,287.64 ","$5,433.29 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310084,KIMBALL MEDICAL CENTER,LAKEWOOD,NJ,27,"$41,747.48 ","$5,301.62 ","$4,302.51 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,STRATFORD,NJ,46,"$42,798.04 ","$6,436.97 ","$5,437.76 "
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310091,MEMORIAL HOSPITAL OF SALEM COUNTY,SALEM,NJ,22,"$31,972.81 ","$5,339.63 ","$4,678.00 "
